product_id,time_id,customer_id,promotion_id,store_id,store_sales,store_cost,unit_sales
3,658,5255,0,24,2.49,1.0707,3
3,661,768,0,15,2.49,0.7719,3
3,661,1170,0,24,4.15,1.9505,5
3,661,3021,1233,16,2.49,0.9711,3
3,677,3693,207,3,3.32,1.2284,4
3,696,694,0,11,4.15,1.2865,5
3,700,1339,0,13,2.49,1.1703,3
3,702,10043,1710,22,0.83,0.3818,1
3,707,4315,0,17,2.49,1.0458,3
3,710,964,0,7,2.49,0.8217,3
3,711,9863,0,13,2.49,1.0458,3
3,720,417,0,6,3.32,1.2616,4
3,720,4845,1869,24,3.32,1.2616,4
3,725,3692,0,16,2.49,0.7719,3
4,367,3449,0,6,14.56,4.8048,4
4,371,7175,0,7,10.92,5.1324,3
4,372,7363,0,6,7.28,3.5672,2
4,377,7212,0,24,7.28,3.3488,2
4,377,7920,0,17,7.28,3.276,2
4,382,1328,1292,17,10.92,3.4944,3
4,391,7370,0,23,10.92,4.0404,3
4,395,6866,1293,17,10.92,5.0232,3
4,404,7370,0,23,14.56,6.2608,4
4,413,512,1847,24,10.92,3.3852,3
4,416,10034,0,15,10.92,4.4772,3
4,419,7355,0,13,7.28,2.4024,2
4,423,8098,0,13,7.28,2.4024,2
4,438,4928,980,13,10.92,4.6956,3
4,461,9748,0,24,10.92,5.3508,3
4,461,10067,0,7,10.92,5.46,3
4,470,2251,0,13,7.28,3.5672,2
4,470,5183,508,6,10.92,3.7128,3
4,491,6113,0,16,10.92,4.6956,3
4,491,8840,0,17,7.28,2.9848,2
4,495,1153,0,13,14.56,6.2608,4
4,507,4850,0,15,14.56,6.4064,4
4,515,7813,0,17,10.92,4.2588,3
4,520,997,0,3,10.92,4.368,3
4,520,7185,0,11,7.28,3.0576,2
4,521,6739,0,24,14.56,6.4064,4
4,523,1266,986,13,14.56,6.6976,4
4,532,3283,0,15,7.28,2.4024,2
4,539,4257,0,3,10.92,5.1324,3
4,548,7477,0,6,7.28,2.912,2
4,570,8862,0,11,10.92,5.3508,3
4,574,6713,0,13,10.92,5.3508,3
4,574,7556,0,17,10.92,4.4772,3
4,574,8281,0,17,14.56,4.5136,4
4,575,1271,988,13,7.28,2.9848,2
4,592,2441,1307,17,14.56,6.8432,4
4,594,4925,1228,16,7.28,2.8392,2
4,601,2791,0,11,10.92,5.3508,3
4,606,3633,1150,15,10.92,3.3852,3
4,616,673,0,11,10.92,4.8048,3
4,627,1994,0,15,18.2,5.642,5
4,643,9667,0,23,7.28,3.276,2
4,644,1660,0,13,7.28,3.5672,2
4,645,863,0,17,10.92,5.2416,3
4,655,4282,0,15,7.28,2.912,2
4,661,4711,0,3,14.56,5.096,4
4,671,3389,0,7,7.28,2.9848,2
4,684,2550,0,24,14.56,4.8048,4
4,688,4117,129,2,7.28,2.8392,2
4,691,4498,1314,17,7.28,2.6936,2
4,692,2065,1314,17,10.92,5.3508,3
4,705,2019,1236,16,10.92,4.5864,3
4,711,2648,0,24,7.28,2.7664,2
4,716,8485,0,15,10.92,5.1324,3
5,377,8473,0,13,6.57,2.1024,3
5,407,9745,0,17,4.38,1.3578,2
5,412,7822,0,3,8.76,4.2924,4
5,414,6760,0,17,6.57,2.4309,3
5,422,4292,505,7,8.76,3.4164,4
5,449,5183,0,7,4.38,1.4454,2
5,454,7192,112,2,4.38,1.9272,2
5,460,2850,0,3,10.95,3.723,5
5,460,6930,0,24,4.38,1.4454,2
5,469,3462,508,6,6.57,2.2338,3
5,480,8311,1773,23,6.57,2.8251,3
5,489,10068,0,23,4.38,1.5768,2
5,490,9781,0,3,8.76,4.1172,4
5,501,6570,0,11,8.76,3.942,4
5,502,10274,0,7,4.38,1.8396,2
5,523,269,1065,14,4.38,1.314,2
5,524,5746,0,15,6.57,2.3652,3
5,531,5623,0,7,6.57,2.2338,3
5,531,8511,0,16,6.57,3.0222,3
5,533,8172,0,17,4.38,1.533,2
5,544,8242,0,17,4.38,1.6206,2
5,548,3921,0,23,8.76,4.0296,4
5,550,9256,988,13,6.57,3.0879,3
5,561,9307,0,11,6.57,1.971,3
5,570,5542,0,16,4.38,2.1462,2
5,574,5790,0,17,8.76,3.8544,4
5,582,1584,0,7,4.38,1.9272,2
5,592,7291,833,11,6.57,3.285,3
5,601,5451,0,11,6.57,2.5623,3
5,610,4499,992,13,4.38,1.4454,2
5,616,186,0,24,6.57,2.2995,3
5,620,9747,0,13,4.38,1.314,2
5,624,5842,0,24,8.76,3.6792,4
5,629,5204,0,23,6.57,2.4309,3
5,632,8306,0,24,6.57,2.6937,3
5,636,4094,0,16,6.57,2.1681,3
5,649,6760,1311,17,6.57,2.1024,3
5,654,10173,0,16,8.76,4.2048,4
5,663,5001,522,6,10.95,3.6135,5
5,677,475,523,7,8.76,3.5916,4
5,687,6775,0,15,10.95,4.7085,5
5,691,6835,1235,16,4.38,1.533,2
5,714,6012,0,13,6.57,3.285,3
5,716,7695,526,6,8.76,3.8544,4
6,377,8473,0,13,3.45,1.2765,3
6,383,2674,818,11,2.3,1.058,2
6,386,2673,0,11,3.45,1.173,3
6,387,5433,0,13,2.3,1.012,2
6,402,8897,0,11,3.45,1.1385,3
6,412,4078,0,3,3.45,1.4835,3
6,414,1005,0,3,3.45,1.6215,3
6,427,3706,980,13,3.45,1.242,3
6,427,9396,980,13,4.6,1.564,4
6,430,302,0,15,2.3,1.012,2
6,445,6589,0,17,3.45,1.311,3
6,447,6208,0,17,3.45,1.5525,3
6,469,6001,0,17,2.3,1.15,2
6,472,3936,0,6,3.45,1.3455,3
6,474,4461,0,11,2.3,0.736,2
6,474,9331,0,11,4.6,1.978,4
6,480,8311,1773,23,4.6,2.254,4
6,482,2019,1220,16,4.6,1.978,4
6,490,9951,0,3,3.45,1.104,3
6,494,7853,1142,15,4.6,1.886,4
6,518,1446,0,24,3.45,1.173,3
6,527,2839,0,15,2.3,1.012,2
6,533,7655,0,17,4.6,1.61,4
6,539,4824,0,3,3.45,1.0695,3
6,544,4925,0,16,4.6,1.932,4
6,545,8311,0,23,3.45,1.173,3
6,549,2211,0,17,5.75,2.1275,5
6,550,2996,988,13,3.45,1.0695,3
6,574,8291,0,13,2.3,0.828,2
6,585,5295,0,16,3.45,1.518,3
6,590,6261,0,6,3.45,1.656,3
6,593,1216,1307,17,4.6,2.07,4
6,594,261,1860,24,3.45,1.2075,3
6,597,8055,0,14,2.3,1.012,2
6,600,7831,0,17,4.6,2.208,4
6,603,3139,0,24,2.3,0.966,2
6,603,5479,0,14,1.15,0.483,1
6,618,6940,519,7,4.6,1.794,4
6,624,3357,0,24,3.45,1.173,3
6,626,398,0,13,4.6,1.518,4
6,627,177,0,13,2.3,0.759,2
6,630,216,0,17,3.45,1.2075,3
6,632,6372,0,17,2.3,0.943,2
6,636,477,1152,15,2.3,0.782,2
6,677,4525,523,6,5.75,2.76,5
6,684,1890,0,24,4.6,1.564,4
6,685,6995,0,11,2.3,0.897,2
6,686,188,0,13,3.45,1.3455,3
6,688,9867,0,13,3.45,1.6215,3
6,697,8768,0,11,4.6,1.426,4
6,698,5256,0,17,3.45,1.3455,3
6,702,7859,0,7,4.6,2.024,4
6,708,4021,0,16,3.45,1.518,3
6,714,6486,0,13,4.6,1.518,4
6,714,6541,0,23,3.45,1.6215,3
6,724,7141,0,17,3.45,1.242,3
6,726,8427,0,16,4.6,1.61,4
6,728,5633,0,13,2.3,0.92,2
7,376,7493,0,24,10.44,4.5936,4
7,379,6114,0,16,10.44,4.176,4
7,381,1112,1845,24,10.44,4.4892,4
7,382,7607,1292,17,10.44,3.7584,4
7,387,6306,0,13,5.22,2.1924,2
7,412,4283,1136,15,7.83,3.6018,3
7,413,7714,504,7,10.44,4.698,4
7,418,1430,0,3,10.44,3.5496,4
7,423,4767,1216,16,7.83,3.6801,3
7,423,8274,0,13,10.44,3.7584,4
7,428,9418,0,24,10.44,3.654,4
7,436,3840,0,15,7.83,3.7584,3
7,438,467,980,13,5.22,2.2968,2
7,440,2756,0,3,7.83,3.0537,3
7,446,6465,0,6,5.22,1.827,2
7,457,2773,0,11,5.22,2.0358,2
7,461,5222,0,7,7.83,3.7584,3
7,469,7357,1851,24,5.22,2.0358,2
7,471,5590,0,17,10.44,3.7584,4
7,471,7702,0,16,7.83,2.8188,3
7,480,4767,1220,16,10.44,4.4892,4
7,480,6912,1220,16,10.44,3.132,4
7,495,6421,0,7,7.83,2.5056,3
7,501,2673,0,11,10.44,3.654,4
7,508,3075,1775,23,5.22,1.6704,2
7,511,5158,0,3,10.44,4.5936,4
7,519,4261,0,13,5.22,2.1924,2
7,529,8912,0,7,7.83,2.9754,3
7,538,4340,1303,17,7.83,3.2886,3
7,539,10101,0,7,10.44,3.9672,4
7,553,1267,0,13,7.83,2.6622,3
7,561,4401,0,11,5.22,2.4012,2
7,570,9263,0,16,10.44,4.9068,4
7,575,9814,0,6,10.44,5.1156,4
7,582,6372,0,17,10.44,3.5496,4
7,590,9698,0,23,5.22,2.1402,2
7,591,5302,833,11,5.22,1.8792,2
7,593,6423,1307,17,5.22,1.7226,2
7,602,9871,0,13,5.22,1.6704,2
7,617,7591,0,15,10.44,4.0716,4
7,627,6574,0,13,7.83,2.7405,3
7,629,6712,0,16,7.83,3.0537,3
7,654,10065,0,6,5.22,2.1402,2
7,665,7065,1312,17,5.22,2.088,2
7,672,2610,0,7,7.83,3.6801,3
7,679,9169,0,23,5.22,1.9836,2
7,686,3796,0,11,7.83,2.8971,3
7,687,1445,0,15,5.22,2.349,2
7,691,2594,1314,17,5.22,2.1402,2
7,692,3497,1314,17,7.83,2.349,3
7,695,8284,0,22,5.22,2.088,2
7,696,3316,0,6,10.44,3.654,4
7,698,2431,0,3,5.22,2.0358,2
7,705,5923,1789,23,10.44,4.4892,4
7,711,9825,0,13,7.83,2.6622,3
7,720,5168,0,6,10.44,3.7584,4
7,720,5681,842,11,5.22,1.9314,2
7,721,6367,210,3,7.83,3.6018,3
7,724,9555,0,17,7.83,3.7584,3
7,725,7981,0,14,5.22,2.0358,2
8,371,5906,0,15,10.36,4.4548,4
8,381,4886,1845,24,7.77,3.7296,3
8,383,6967,1845,24,5.18,1.9166,2
8,387,1720,0,16,12.95,6.216,5
8,391,6324,0,23,10.36,4.4548,4
8,391,6547,0,15,7.77,2.7972,3
8,404,2640,0,6,10.36,3.2116,4
8,409,5120,504,7,10.36,3.5224,4
8,411,2556,188,3,10.36,4.4548,4
8,414,9712,0,6,7.77,3.4965,3
8,421,1825,0,23,10.36,3.5224,4
8,430,8550,0,11,5.18,2.072,2
8,441,663,0,16,5.18,2.4864,2
8,470,5685,0,13,7.77,3.3411,3
8,472,125,0,6,7.77,2.8749,3
8,478,598,0,6,5.18,1.8648,2
8,482,8511,1220,16,5.18,2.1756,2
8,483,3725,1773,23,5.18,2.4864,2
8,487,6788,0,7,7.77,3.5742,3
8,491,5809,984,13,7.77,3.5742,3
8,507,6376,0,6,15.54,4.8174,6
8,507,7510,0,15,7.77,3.4188,3
8,519,2548,0,13,7.77,2.7972,3
8,529,4704,0,6,12.95,3.885,5
8,531,7234,0,16,7.77,3.8073,3
8,537,9115,829,11,10.36,4.8692,4
8,538,8472,1303,17,10.36,4.5584,4
8,539,1470,1303,17,7.77,3.0303,3
8,548,1610,0,3,7.77,3.885,3
8,561,3434,0,24,15.54,5.7498,6
8,574,467,0,13,5.18,2.2792,2
8,574,7269,0,13,10.36,4.7656,4
8,574,8511,0,16,10.36,4.8692,4
8,580,5473,1859,24,7.77,3.3411,3
8,584,4261,0,13,5.18,2.1756,2
8,589,3840,0,15,7.77,3.108,3
8,591,6919,833,11,7.77,2.9526,3
8,600,9487,0,17,7.77,2.8749,3
8,610,3647,992,13,10.36,3.9368,4
8,611,7003,0,15,5.18,2.4346,2
8,615,7577,0,7,10.36,4.144,4
8,616,5153,0,11,7.77,3.4965,3
8,619,7871,519,6,10.36,3.7296,4
8,627,3046,0,13,5.18,2.2274,2
8,653,5419,0,17,10.36,4.5584,4
8,676,2689,207,3,5.18,2.072,2
8,678,8171,1866,24,10.36,4.9728,4
8,680,9500,523,6,7.77,3.8073,3
8,681,1076,0,2,5.18,2.5382,2
8,683,10007,0,7,7.77,3.1857,3
8,685,5153,0,11,10.36,3.626,4
8,688,4411,129,2,2.59,0.8547,1
8,695,9297,0,13,7.77,3.1857,3
8,698,1124,0,3,7.77,2.6418,3
8,704,5298,0,7,7.77,2.7972,3
8,710,992,0,7,10.36,3.2116,4
8,711,7348,0,11,7.77,2.4087,3
8,714,5206,0,13,7.77,3.4188,3
8,716,4680,526,6,7.77,3.4965,3
8,721,1470,0,17,7.77,3.0303,3
9,376,5037,0,24,4.84,1.8876,2
9,377,8252,0,13,7.26,2.3232,3
9,382,9194,1292,17,12.1,3.63,5
9,385,3240,0,7,4.84,1.7908,2
9,400,2444,0,13,7.26,2.6136,3
9,415,4727,0,16,9.68,3.6784,4
9,416,7920,0,17,7.26,3.5574,3
9,437,7822,190,3,7.26,2.3958,3
9,460,7486,0,3,7.26,2.4684,3
9,463,7059,0,17,7.26,2.8314,3
9,470,4644,0,11,7.26,3.5574,3
9,470,8906,0,11,4.84,2.1296,2
9,488,6741,0,24,9.68,4.4528,4
9,495,7713,0,17,9.68,4.5496,4
9,502,4155,0,7,7.26,2.178,3
9,513,278,0,15,7.26,2.4684,3
9,531,8452,0,16,9.68,3.9688,4
9,532,2001,0,6,9.68,3.4848,4
9,545,3719,0,23,7.26,2.541,3
9,545,6695,0,2,4.84,1.936,2
9,549,1528,1225,16,4.84,2.1296,2
9,556,7384,0,3,12.1,5.324,5
9,558,2672,0,24,7.26,2.6862,3
9,564,2428,1858,24,4.84,1.9844,2
9,567,10145,0,13,4.84,2.0328,2
9,569,3199,0,24,9.68,4.4528,4
9,579,1316,516,7,7.26,2.3232,3
9,582,1819,0,7,7.26,2.3958,3
9,591,3442,201,3,9.68,4.1624,4
9,594,9133,1860,24,9.68,3.2912,4
9,596,1281,0,3,4.84,1.5972,2
9,596,2678,0,3,4.84,2.1296,2
9,596,7910,0,15,7.26,3.0492,3
9,615,2466,0,24,4.84,1.936,2
9,627,4342,0,13,7.26,3.0492,3
9,631,9715,0,17,7.26,3.0492,3
9,654,1850,0,16,7.26,2.9766,3
9,657,8141,0,22,2.42,1.1858,1
9,680,4691,0,17,4.84,1.5972,2
9,685,3993,0,24,4.84,1.7908,2
9,685,4906,0,11,7.26,3.4848,3
9,706,4535,0,15,4.84,2.178,2
9,722,619,1000,13,7.26,3.0492,3
9,726,1508,0,22,4.84,1.7908,2
9,729,7731,0,7,4.84,1.694,2
10,371,7801,0,7,2.84,0.9372,2
10,372,10233,0,24,5.68,2.1584,4
10,386,5249,0,7,5.68,1.7608,4
10,386,9170,0,7,2.84,1.1644,2
10,391,2019,0,16,2.84,1.0792,2
10,400,7178,1846,24,2.84,0.9656,2
10,404,9306,0,24,2.84,0.994,2
10,414,2211,0,17,7.1,2.627,5
10,429,2052,980,13,5.68,2.4992,4
10,445,3418,0,3,5.68,1.7608,4
10,453,863,0,17,4.26,1.4484,3
10,453,8298,0,13,2.84,1.0508,2
10,463,2942,0,17,4.26,2.0022,3
10,466,4273,824,11,2.84,1.136,2
10,468,7190,1772,23,2.84,1.0224,2
10,472,2381,0,6,4.26,1.3632,3
10,476,5380,0,6,4.26,1.917,3
10,495,4465,0,13,4.26,1.5336,3
10,495,8181,0,17,2.84,1.3632,2
10,495,8668,0,13,5.68,1.7608,4
10,497,5423,826,11,5.68,2.272,4
10,501,4391,0,16,4.26,1.8744,3
10,507,2763,0,15,5.68,1.8176,4
10,515,9534,0,17,4.26,1.5762,3
10,534,2777,0,13,2.84,1.1928,2
10,553,3130,0,13,4.26,1.3206,3
10,559,1361,0,24,5.68,2.4424,4
10,574,2570,0,16,5.68,2.1584,4
10,600,9271,0,17,4.26,1.7466,3
10,607,8647,202,3,2.84,1.3064,2
10,611,7573,0,3,2.84,1.3916,2
10,615,4398,0,7,7.1,2.556,5
10,619,3460,0,11,4.26,1.917,3
10,620,3142,0,14,2.84,1.42,2
10,623,6367,0,3,4.26,1.704,3
10,626,467,0,13,5.68,2.7264,4
10,645,2942,0,17,4.26,1.8744,3
10,658,6718,0,6,5.68,1.8744,4
10,658,9511,0,24,2.84,0.9088,2
10,680,5471,523,6,5.68,2.4992,4
10,685,7963,0,11,4.26,1.5762,3
10,686,4351,0,23,5.68,2.6696,4
10,686,5019,0,23,4.26,1.6614,3
10,688,1304,0,13,4.26,1.4484,3
10,692,4727,1235,16,4.26,1.3632,3
10,695,9234,0,24,4.26,1.8744,3
10,698,9619,0,11,4.26,1.491,3
10,700,1366,0,13,2.84,0.994,2
10,700,6710,0,13,4.26,1.8744,3
10,702,9499,0,7,5.68,2.4992,4
10,705,1197,1789,23,5.68,2.6696,4
10,728,1821,0,13,5.68,2.7832,4
10,728,8060,0,22,1.42,0.5822,1
11,373,3925,0,11,14.04,6.8796,4
11,376,360,0,24,14.04,4.7736,4
11,377,2327,0,13,17.55,7.1955,5
11,384,8054,1134,15,10.53,3.8961,3
11,386,3153,0,13,10.53,3.2643,3
11,389,2147,976,13,10.53,3.7908,3
11,400,177,0,13,7.02,2.8782,2
11,402,9161,0,24,10.53,4.9491,3
11,409,5079,504,6,17.55,7.5465,5
11,423,9401,0,13,10.53,5.0544,3
11,428,9418,0,24,10.53,3.8961,3
11,430,6155,0,15,10.53,3.4749,3
11,438,7801,0,7,10.53,3.7908,3
11,440,3441,0,3,7.02,2.457,2
11,453,1813,0,17,14.04,6.7392,4
11,453,9065,0,13,14.04,4.7736,4
11,469,251,1851,24,7.02,2.3166,2
11,469,336,508,6,7.02,2.2464,2
11,470,8814,0,13,14.04,4.3524,4
11,480,7502,1220,16,14.04,6.5988,4
11,480,8946,1773,23,14.04,5.7564,4
11,482,9263,1220,16,10.53,5.0544,3
11,485,3236,0,15,10.53,4.9491,3
11,488,3427,0,24,17.55,5.967,5
11,488,7247,0,24,14.04,4.3524,4
11,495,2558,0,7,14.04,6.4584,4
11,501,430,0,16,14.04,4.4928,4
11,505,3726,0,6,14.04,5.7564,4
11,508,3305,984,13,14.04,5.4756,4
11,522,285,512,7,14.04,5.7564,4
11,529,2277,0,6,10.53,4.5279,3
11,537,3509,1856,24,7.02,2.5974,2
11,545,921,0,23,7.02,3.0186,2
11,548,179,0,6,7.02,2.7378,2
11,553,3484,0,14,7.02,2.3166,2
11,587,612,0,22,7.02,3.0186,2
11,591,9851,201,3,7.02,2.6676,2
11,593,9111,1307,17,10.53,3.159,3
11,596,9324,0,3,7.02,3.51,2
11,605,8619,0,13,7.02,2.5974,2
11,613,7101,0,15,7.02,3.4398,2
11,629,6114,0,16,10.53,4.6332,3
11,632,1145,0,17,10.53,3.7908,3
11,636,9699,1152,15,17.55,7.722,5
11,641,1266,0,13,10.53,4.9491,3
11,643,3422,0,23,10.53,4.8438,3
11,646,288,521,6,17.55,8.073,5
11,651,6098,205,3,10.53,3.159,3
11,651,7354,205,3,10.53,3.8961,3
11,655,5768,0,3,14.04,4.7736,4
11,656,5295,0,16,10.53,4.212,3
11,658,5001,0,7,14.04,4.6332,4
11,659,5215,0,14,7.02,3.0888,2
11,663,5001,522,6,14.04,4.3524,4
11,666,1676,0,3,17.55,5.967,5
11,677,3115,523,7,14.04,4.3524,4
11,678,8937,523,7,14.04,6.5988,4
11,680,2942,0,17,10.53,4.9491,3
11,685,2110,0,11,14.04,6.8796,4
11,689,6888,0,23,10.53,4.1067,3
11,695,1896,0,22,7.02,3.0888,2
11,703,588,1789,23,14.04,5.8968,4
11,707,4029,0,17,14.04,4.4928,4
11,711,3130,0,13,10.53,4.9491,3
11,713,2195,0,6,7.02,2.1762,2
11,716,7204,0,11,14.04,5.3352,4
11,716,9980,526,6,14.04,4.7736,4
11,718,6484,1711,22,7.02,3.2292,2
11,719,1953,526,7,14.04,6.1776,4
11,721,511,0,16,10.53,5.0544,3
11,721,2556,210,3,10.53,4.6332,3
11,721,7282,0,17,14.04,6.318,4
11,725,7032,0,2,7.02,2.8782,2
12,375,8577,0,23,4.62,2.31,3
12,376,1276,0,24,7.7,3.311,5
12,377,2147,0,13,6.16,2.8952,4
12,382,2390,1292,17,4.62,1.5708,3
12,386,8511,0,16,4.62,1.617,3
12,394,7368,0,11,4.62,2.1714,3
12,401,1205,0,15,6.16,2.3408,4
12,427,9101,0,7,3.08,1.386,2
12,438,4479,0,7,6.16,2.8336,4
12,445,652,0,6,3.08,1.1704,2
12,445,3065,0,3,3.08,1.4168,2
12,446,3113,0,13,4.62,1.8018,3
12,446,4659,0,13,4.62,1.8942,3
12,447,5895,0,17,3.08,0.9856,2
12,450,3291,0,6,6.16,2.9568,4
12,453,3463,0,13,3.08,0.9856,2
12,460,647,0,3,4.62,1.7094,3
12,460,7266,0,24,6.16,1.9712,4
12,468,2738,1140,15,4.62,2.1714,3
12,480,663,1220,16,4.62,2.1714,3
12,482,5738,0,3,4.62,2.2176,3
12,482,7051,1220,16,4.62,2.2638,3
12,489,8687,0,23,3.08,1.2936,2
12,493,9581,1853,24,6.16,2.464,4
12,508,9176,1775,23,6.16,2.9568,4
12,515,9271,0,17,4.62,1.848,3
12,521,3640,0,24,3.08,1.1704,2
12,523,950,986,13,4.62,2.2638,3
12,524,1203,0,7,4.62,1.617,3
12,528,3816,0,3,3.08,1.386,2
12,532,1185,0,17,6.16,2.8336,4
12,532,8887,0,17,7.7,2.387,5
12,557,6764,0,7,6.16,2.8336,4
12,561,2612,0,24,3.08,1.078,2
12,570,6299,0,7,4.62,2.2638,3
12,583,7775,0,6,4.62,1.7556,3
12,586,4736,0,13,6.16,2.772,4
12,595,2077,1781,23,6.16,2.2792,4
12,605,1267,0,13,7.7,2.464,5
12,608,2129,518,7,4.62,1.848,3
12,611,9797,0,16,3.08,1.2628,2
12,613,1994,0,15,6.16,2.0944,4
12,619,6332,519,6,6.16,3.08,4
12,619,9448,0,13,4.62,1.4322,3
12,636,5118,836,11,4.62,1.617,3
12,641,644,0,13,6.16,2.9568,4
12,649,1004,1311,17,6.16,2.7104,4
12,660,4372,0,13,3.08,1.2936,2
12,661,4082,0,24,4.62,1.5708,3
12,661,7579,0,15,4.62,2.31,3
12,673,863,0,17,6.16,2.8336,4
12,679,7265,1866,24,7.7,2.695,5
12,683,2421,0,7,4.62,1.7094,3
12,695,8841,0,13,4.62,1.7094,3
12,697,7005,0,15,6.16,2.8336,4
12,698,5245,0,11,6.16,2.156,4
12,711,647,0,3,3.08,1.4476,2
12,711,3550,0,11,3.08,1.0472,2
12,716,9167,0,11,6.16,2.6488,4
12,718,4910,1869,24,4.62,1.5708,3
13,377,1187,0,13,7.95,3.8955,3
13,377,4536,0,13,10.6,4.134,4
13,379,1216,0,17,5.3,2.332,2
